time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.590590,0.0169,-0.1965,-0.0252,0.199
5.611574,-0.1046,-0.2398,-0.0656,0.270
5.631339,-0.0652,-0.1386,-0.0336,0.157
5.655186,-0.0934,-0.1796,-0.0623,0.212
5.671407,-0.0826,-0.2315,-0.0503,0.251
5.692245,-0.0609,-0.2125,-0.0142,0.222
5.712090,-0.1098,-0.1798,-0.0402,0.215
5.732786,-0.1298,-0.1684,-0.0035,0.213
5.752821,-0.1541,-0.1758,-0.0361,0.236
5.773149,-0.1250,-0.1407,-0.0340,0.191
5.793377,-0.0749,-0.2228,0.0118,0.235
5.813155,-0.0106,-0.2450,-0.0280,0.247
5.834046,-0.0024,-0.1864,-0.0190,0.187
5.862077,0.0427,-0.2599,-0.0749,0.274
5.876682,0.0888,-0.1647,-0.1010,0.213
5.894641,-0.0707,-0.1617,-0.0674,0.189
5.914526,-0.1008,-0.2624,-0.0139,0.281
5.952641,-0.0451,-0.2215,-0.0124,0.226
5.963152,-0.0740,-0.2212,-0.0259,0.235
5.975590,-0.0299,-0.1998,-0.0111,0.202
5.995871,-0.0988,-0.2391,-0.0068,0.259
6.016130,-0.1196,-0.2081,-0.0129,0.240
6.052539,-0.1000,-0.1239,-0.0629,0.171
6.066983,-0.1603,-0.2016,-0.0555,0.263
6.081309,-0.1313,-0.2002,-0.0418,0.243
6.096486,-0.0947,-0.2312,-0.0052,0.250
6.116672,-0.1293,-0.1695,0.0221,0.214
6.152337,-0.1130,-0.2017,-0.0446,0.235
6.163867,-0.0265,-0.2498,-0.0644,0.259
6.177679,-0.0288,-0.1726,-0.0821,0.193
6.198005,-0.0712,-0.1932,-0.0629,0.215
6.217737,-0.0743,-0.2224,-0.0072,0.235
6.252596,-0.0933,-0.2193,-0.0095,0.238
6.265174,-0.0821,-0.1830,-0.0568,0.208
6.278673,-0.1550,-0.1857,-0.0043,0.242
6.299106,-0.1701,-0.2417,-0.0250,0.297
