time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.754579,0.6716,-0.3664,0.5085,0.919
4.774711,0.3809,-0.5533,0.6495,0.934
4.802321,-0.1305,-0.5254,0.9269,1.073
4.814922,-0.3449,-0.5031,0.9774,1.152
4.836066,-0.5486,-0.5283,0.6536,1.004
4.856286,-0.6510,-0.4442,0.1391,0.800
4.876322,-0.5908,-0.0839,-0.3466,0.690
4.904689,0.2672,0.0392,-0.7625,0.809
4.916777,0.4643,-0.1064,-0.6332,0.792
4.937117,0.4087,-0.2805,-0.2728,0.566
4.957291,0.1398,-0.3205,-0.0057,0.350
4.977973,0.1351,-0.4394,0.1180,0.475
5.002711,0.3710,-0.4347,0.0737,0.576
5.017598,0.4901,-0.3740,0.2567,0.668
5.038454,0.3819,-0.3999,0.2642,0.613
5.058169,0.1863,-0.3580,0.3211,0.516
5.078759,-0.0245,-0.2797,0.3023,0.413
5.108019,-0.3763,-0.3959,0.1331,0.562
5.118861,-0.4429,-0.3218,0.0159,0.548
5.138957,-0.5574,-0.1645,-0.0237,0.582
5.159505,-0.5135,-0.2396,-0.0967,0.575
5.179864,-0.2534,-0.2837,-0.1157,0.398
5.209994,0.0353,-0.3372,0.1826,0.385
5.221909,0.0540,-0.3873,0.2184,0.448
5.240956,0.0967,-0.3510,0.1351,0.388
5.260627,0.0737,-0.3465,-0.0353,0.356
5.281577,0.0625,-0.2812,-0.1042,0.306
5.309265,-0.0887,-0.1971,-0.2137,0.304
5.321639,-0.0711,-0.1951,-0.1747,0.271
5.341519,-0.0756,-0.3605,-0.0096,0.369
5.362226,0.0486,-0.4999,0.1275,0.518
5.381640,0.1047,-0.2677,0.1370,0.318
5.405487,0.1209,-0.2671,0.0347,0.295
5.422161,-0.0479,-0.3548,0.0309,0.359
5.442553,-0.2412,-0.4940,0.0459,0.552
5.463193,-0.0802,-0.3601,0.0860,0.379
5.482858,0.0448,-0.1299,0.1062,0.174
5.507707,-0.1663,-0.2757,-0.0169,0.322
5.523816,-0.3449,-0.3139,-0.0049,0.466
5.543456,-0.4077,-0.3224,0.0669,0.524
5.564498,-0.3720,-0.3272,0.1502,0.518
5.584216,-0.1782,-0.4068,0.1538,0.470
5.609004,0.0883,-0.4791,0.1636,0.514
5.624531,0.0901,-0.3791,0.0743,0.397
