time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
7.306433,-0.0189,3.3837,-1.5492,3.722
7.326469,0.1246,1.2660,-0.5058,1.369
7.346643,-1.3193,-1.3483,-0.9549,2.114
7.368267,-1.5481,-1.9801,-0.8079,2.640
7.390425,-0.8564,-0.6770,-0.0014,1.092
7.408460,-0.6282,-0.1952,-0.3048,0.725
7.427930,-0.6866,-0.4007,-0.4915,0.935
7.448935,-0.3470,-0.9402,0.3938,1.077
7.468374,0.3871,-1.4962,1.5219,2.169
7.491805,0.7707,-1.8348,1.4203,2.445
7.509870,0.7642,-1.9096,0.9919,2.284
7.529678,0.7647,-2.3800,1.9547,3.173
7.550192,0.1190,-2.9132,1.7494,3.400
7.570200,-0.4823,-2.6899,1.0745,2.936
7.590875,0.0762,-1.0525,0.5795,1.204
7.610927,0.3552,-0.0751,0.6608,0.754
7.631332,-0.0193,-0.3486,0.6677,0.753
7.651448,-0.0132,-0.6077,0.5213,0.801
7.672195,0.3490,-0.6981,-0.5324,0.945
7.701397,0.7348,-1.3233,-1.2511,1.964
7.711782,1.0262,-1.6498,-1.4621,2.432
7.732152,1.7789,-0.8897,-0.8365,2.158
7.752389,2.4084,0.8388,-1.8078,3.126
7.772982,2.5135,2.7195,-0.5296,3.741
7.801466,1.3609,5.3551,-0.0363,5.525
7.813872,0.4440,5.6495,0.2188,5.671
7.834239,-2.0230,4.5276,1.0576,5.070
7.853375,-3.6180,3.7764,1.7638,5.519
7.874059,-3.9200,5.0009,0.9885,6.431
7.902487,-1.3892,5.7215,-0.4268,5.903
7.914530,-0.9953,3.4069,-0.3147,3.563
7.934957,-0.3044,0.2762,0.1277,0.430
7.954879,-0.5607,-0.9610,1.3806,1.773
7.975632,-2.9086,-1.5213,1.9853,3.836
8.001897,-5.1815,-2.2265,0.3376,5.650
8.015054,-5.8434,-2.4418,-0.1626,6.335
8.036195,-5.9678,-2.5956,0.0548,6.508
8.056915,-5.4048,-2.7737,1.1844,6.189
8.076479,-5.3167,-2.6410,1.4346,6.107
8.102590,-5.7607,-2.7133,0.9523,6.439
8.116637,-5.3497,-2.5901,0.8381,6.003
8.136873,-2.4323,-1.2887,0.2484,2.764
8.157626,2.2253,0.1490,1.3381,2.601
8.177537,4.7631,0.2522,0.4427,4.790
8.201991,3.4979,-1.9391,0.2914,4.010
8.218230,2.0902,-3.0306,0.2190,3.688
8.237912,1.2243,-3.0608,-0.8438,3.403
8.258730,1.5108,-1.1431,0.2839,1.916
8.278796,2.3397,0.7026,1.8921,3.090
8.302759,1.6141,2.5470,2.3835,3.844
8.318841,-0.2039,1.6738,1.6250,2.342
8.339276,-1.8968,1.5612,1.8644,3.084
8.359791,-2.8420,1.9870,0.2796,3.479
8.379550,-2.2889,2.5234,-0.1327,3.409
8.400523,-2.4967,4.7349,0.9678,5.440
8.420977,-1.1346,5.9763,-1.9113,6.376
8.440329,-1.6009,1.5588,0.4952,2.289
8.460867,-2.0950,1.4351,-1.7173,3.066
8.481218,-0.5327,5.8471,-0.0522,5.872
8.508134,0.1536,1.7772,-0.5392,1.864
8.521655,-0.2425,-1.1273,-1.8747,2.201
8.541475,-0.5693,-2.4798,-1.5119,2.960
8.561845,-0.3683,-0.9219,-0.7437,1.240
8.582204,0.5507,1.5825,-2.1579,2.732
8.607493,0.0689,0.4436,-3.6558,3.683
8.622059,-0.5533,-1.3629,-2.2031,2.649
8.642261,-0.7262,-2.5443,0.3392,2.668
8.662949,-0.3302,-1.6757,1.3611,2.184
8.682786,0.3407,-0.2650,0.6872,0.811
8.713588,0.7006,-1.6461,1.4618,2.310
8.724809,0.7374,-2.2000,1.7554,2.910
8.743907,0.7482,-2.4435,1.9132,3.192
8.764223,0.7520,-2.3309,1.1372,2.700
8.784420,0.9421,-2.6181,1.0482,2.973
8.812827,0.7652,-2.5682,1.1595,2.920
8.825167,0.5968,-2.5497,1.1808,2.873
8.844986,0.2581,-1.5161,0.5931,1.648
8.864712,-0.0496,-0.3653,-0.2779,0.462
8.899588,-0.8615,-0.3206,-0.4175,1.010
8.911964,-1.0787,-0.4770,-0.1280,1.186
8.925759,-1.2614,-0.5530,-0.1792,1.389
8.946152,-0.7389,-0.7154,-0.4333,1.116
8.965960,0.8397,-0.4899,-0.7649,1.237
9.001289,3.7469,-0.3881,-0.4336,3.792
9.013703,4.4287,0.0955,-1.0863,4.561
9.028203,3.9177,0.9755,-1.6568,4.364
9.047690,2.5075,3.3414,0.0733,4.178
9.067895,0.8527,5.2652,0.8735,5.405
9.097639,-2.6073,8.1523,1.0150,8.619
9.112649,-2.5425,8.9029,-0.1208,9.260
9.127737,-1.9710,6.1910,0.1450,6.499
9.148529,-2.4149,0.5650,1.8339,3.084
9.168124,-2.1984,-2.2357,2.1941,3.827
9.196694,-2.2783,-1.5500,2.0354,3.426
9.209464,-2.1890,-0.6163,0.9974,2.483
9.228922,-2.8158,-0.3036,-0.4117,2.862
9.249196,-3.3372,-0.7987,-0.2009,3.437
9.269581,-3.4520,-1.4258,1.6488,4.083
9.297452,-3.7738,-2.3514,2.9239,5.322
9.310875,-4.5850,-2.3784,2.7514,5.852
9.330991,-5.0186,-2.3253,1.9554,5.867
9.350533,-5.2865,-2.6085,0.9030,5.964
9.370586,-4.3232,-2.1729,1.3054,5.012
9.395785,0.5213,-0.5043,2.7285,2.823
9.411295,2.0324,-0.0942,2.2992,3.070
9.431080,1.7739,-0.2957,-0.1690,1.806
9.451437,1.5365,-1.3527,-0.4654,2.099
9.472040,1.1661,-1.6739,-0.9945,2.270
9.497520,2.0543,-0.1323,1.3199,2.445
9.512147,2.1742,0.7369,2.4601,3.365
9.532353,1.1131,2.5072,4.1518,4.976
9.552327,-0.3873,2.9801,3.3939,4.533
9.572516,-1.8179,2.3486,2.4540,3.853
9.595381,-0.6729,3.4328,0.7736,3.583
9.612539,-0.2417,4.0459,-2.0911,4.561
9.632864,-1.4557,5.6428,-1.1581,5.942
9.653087,0.1950,4.9400,-2.3796,5.487
9.673065,-0.3634,1.1292,-1.6660,2.045
9.694980,-0.5780,-0.7005,-1.1464,1.463
9.713382,-1.8022,-0.4568,-1.7116,2.527
9.733463,-1.9155,-0.2067,-2.1719,2.903
9.753783,-1.8573,-0.1263,-2.3357,2.987
9.774133,-1.3278,-0.4777,-2.0791,2.513
9.795961,-0.5176,-0.0640,-1.7654,1.841
9.814134,-0.2303,0.1703,-1.3776,1.407
9.834414,-0.5389,0.0179,-0.5680,0.783
9.854498,-0.9665,-0.7340,0.9517,1.542
9.874913,-1.4200,-1.4698,4.4170,4.867
9.896207,0.1628,-0.8165,1.3060,1.549
9.915119,-0.1471,-0.7818,0.3224,0.858
9.935236,0.8703,-0.5631,1.9603,2.217
9.955372,1.4352,0.3089,1.3515,1.995
9.975609,1.3616,0.4725,2.0551,2.510
9.996575,1.5043,-0.1080,2.4939,2.914
10.016209,1.8803,0.0553,2.1664,2.869
10.036207,2.4439,1.4178,1.8429,3.373
10.056528,2.6454,1.4583,1.3575,3.312
10.076657,2.9805,0.9215,0.4295,3.149
10.096538,3.4656,0.8737,1.0462,3.724
10.116989,3.6977,1.0494,3.3970,5.130
10.136999,4.2434,1.6874,2.1220,5.036
10.157445,5.3319,2.9463,1.7758,6.345
10.177667,6.3468,1.1674,2.1000,6.786
10.197602,4.3743,-0.8783,1.5706,4.730
10.217854,0.5349,-2.1591,2.9531,3.697
10.238056,-1.5357,-0.6862,-0.7408,1.838
10.258258,-2.5717,4.0874,-5.3060,7.175
10.278584,-2.6358,5.7735,-5.5750,8.448
10.298680,-4.2038,6.4617,-0.6678,7.738
10.319300,-2.4497,5.1827,3.5974,6.768
10.339452,-2.4500,2.3297,2.1958,4.031
10.359117,-2.0533,1.0548,1.7275,2.883
10.379838,-1.5085,-0.7716,0.6747,1.824
10.410051,0.0157,-1.1527,0.2957,1.190
10.421477,0.0115,-0.0642,1.7172,1.718
10.440375,-0.6252,1.1925,1.6145,2.102
10.460201,-2.1824,0.9397,-0.0471,2.377
10.481101,-4.7981,-0.4714,-0.7227,4.875
10.506725,-8.0983,-3.2881,0.3516,8.747
10.521720,-8.3167,-4.2715,1.0807,9.412
10.541926,-7.2343,-4.3770,1.2107,8.542
10.561605,-6.0462,-3.5909,0.3242,7.040
10.582249,-5.1812,-3.1418,0.1734,6.062
10.609268,-5.6589,-2.9364,0.5124,6.396
10.621990,-4.6205,-2.0371,1.8222,5.368
10.642789,0.4062,1.7288,1.8725,2.581
10.662487,7.9309,7.2937,-2.0497,10.968
10.683401,9.4130,6.8960,-2.0107,11.841
10.709818,9.5944,3.9588,0.4379,10.388
10.722743,8.7426,1.6608,0.0103,8.899
10.743349,2.1999,1.6203,0.6865,2.817
10.764561,-1.6984,5.0579,1.0731,5.442
10.784606,-5.5888,5.5646,6.6186,10.296
10.809183,-2.5752,1.1237,-2.6130,3.837
10.824494,-2.3073,-1.3864,-2.2565,3.512
10.844917,-3.0461,-3.7813,-0.7462,4.913
10.866014,-3.4230,-5.0819,0.2898,6.134
